atc_name,atc_code
bezitramide,N02AC05
"methadone, combinations excl. psycholeptics",N02AC52
"dextropropoxyphene, combinations excl. psycholeptics",N02AC54
"dextropropoxyphene, combinations with psycholeptics",N02AC74
pentazocine,N02AD01
phenazocine,N02AD02
pentazocine and naloxone,N02AD51
buprenorphine,N02AE01
butorphanol,N02AF01
nalbuphine,N02AF02
morphine and antispasmodics,N02AG01
ketobemidone and antispasmodics,N02AG02
pethidine and antispasmodics,N02AG03
hydromorphone and antispasmodics,N02AG04
dihydrocodeine and paracetamol,N02AJ01
dihydrocodeine and acetylsalicylic acid,N02AJ02
dihydrocodeine and other non-opioid analgesics,N02AJ03
codeine and paracetamol,N02AJ06
codeine and acetylsalicylic acid,N02AJ07
codeine and ibuprofen,N02AJ08
codeine and other non-opioid analgesics,N02AJ09
tramadol and paracetamol,N02AJ13
tramadol and dexketoprofen,N02AJ14
tramadol and other non-opioid analgesics,N02AJ15
tramadol and celecoxib,N02AJ16
oxycodone and paracetamol,N02AJ17
oxycodone and acetylsalicylic acid,N02AJ18
oxycodone and ibuprofen,N02AJ19
hydrocodone and paracetamol,N02AJ22
hydrocodone and ibuprofen,N02AJ23
tilidine,N02AX01
tramadol,N02AX02
dezocine,N02AX03
meptazinol,N02AX05
tapentadol,N02AX06
oliceridine,N02AX07
tilidine and naloxone,N02AX51
acetylsalicylic acid,N02BA01
aloxiprin,N02BA02
choline salicylate,N02BA03
sodium salicylate,N02BA04
salicylamide,N02BA05
salsalate,N02BA06
ethenzamide,N02BA07
morpholine salicylate,N02BA08
dipyrocetyl,N02BA09
benorilate,N02BA10
diflunisal,N02BA11
potassium salicylate,N02BA12
guacetisal,N02BA14
carbasalate calcium,N02BA15
imidazole salicylate,N02BA16
"acetylsalicylic acid, combinations excl. psycholeptics",N02BA51
"salicylamide, combinations excl. psycholeptics",N02BA55
"ethenzamide, combinations excl. psycholeptics",N02BA57
"dipyrocetyl, combinations excl. psycholeptics",N02BA59
carbasalate calcium combinations excl. psycholeptics,N02BA65
"magnesium salicylate, combinations excl. psycholeptics",N02BA67
"acetylsalicylic acid, combinations with psycholeptics",N02BA71
"salicylamide, combinations with psycholeptics",N02BA75
"ethenzamide, combinations with psycholeptics",N02BA77
"dipyrocetyl, combinations with psycholeptics",N02BA79
phenazone,N02BB01
metamizole sodium,N02BB02
aminophenazone,N02BB03
propyphenazone,N02BB04
nifenazone,N02BB05
"phenazone, combinations excl. psycholeptics",N02BB51
"metamizole sodium, combinations excl. psycholeptics",N02BB52
"aminophenazone, combinations excl. psycholeptics",N02BB53
"propyphenazone, combinations excl. psycholeptics",N02BB54
"phenazone, combinations with psycholeptics",N02BB71
"metamizole sodium, combinations with psycholeptics",N02BB72
"aminophenazone, combinations with psycholeptics",N02BB73
"propyphenazone, combinations with psycholeptics",N02BB74
paracetamol,N02BE01
phenacetin,N02BE03
bucetin,N02BE04
propacetamol,N02BE05
"paracetamol, combinations excl. psycholeptics",N02BE51
"phenacetin, combinations excl. psycholeptics",N02BE53
"bucetin, combinations excl. psycholeptics",N02BE54
"paracetamol, combinations with psycholeptics",N02BE71
"phenacetin, combinations with psycholeptics",N02BE73
"bucetin, combinations with psycholeptics",N02BE74
gabapentin,N02BF01
pregabalin,N02BF02
mirogabalin,N02BF03
rimazolium,N02BG02
glafenine,N02BG03
floctafenine,N02BG04
viminol,N02BG05
nefopam,N02BG06
flupirtine,N02BG07
ziconotide,N02BG08
methoxyflurane,N02BG09
cannabinoids,N02BG10
tanezumab,N02BG12
dihydroergotamine,N02CA01
ergotamine,N02CA02
methysergide,N02CA04
lisuride,N02CA07
"dihydroergotamine, combinations",N02CA51
"ergotamine, combinations excl. psycholeptics",N02CA52
"ergotamine, combinations with psycholeptics",N02CA72
flumedroxone,N02CB01
sumatriptan,N02CC01
naratriptan,N02CC02
zolmitriptan,N02CC03
rizatriptan,N02CC04
almotriptan,N02CC05
eletriptan,N02CC06
frovatriptan,N02CC07
lasmiditan,N02CC08
sumatriptan and naproxen,N02CC51
erenumab,N02CD01
galcanezumab,N02CD02
fremanezumab,N02CD03
ubrogepant,N02CD04
eptinezumab,N02CD05
rimegepant,N02CD06
atogepant,N02CD07
zavegepant,N02CD08
pizotifen,N02CX01
clonidine,N02CX02
iprazochrome,N02CX03
dimetotiazine,N02CX05
oxetorone,N02CX06
methylphenobarbital,N03AA01
phenobarbital,N03AA02
primidone,N03AA03
barbexaclone,N03AA04
metharbital,N03AA30
ethotoin,N03AB01
phenytoin,N03AB02
amino(diphenylhydantoin) valeric acid,N03AB03
mephenytoin,N03AB04
fosphenytoin,N03AB05
"phenytoin, combinations",N03AB52
"mephenytoin, combinations",N03AB54
paramethadione,N03AC01
trimethadione,N03AC02
ethadione,N03AC03
ethosuximide,N03AD01
phensuximide,N03AD02
mesuximide,N03AD03
"ethosuximide, combinations",N03AD51
clonazepam,N03AE01
carbamazepine,N03AF01
oxcarbazepine,N03AF02
rufinamide,N03AF03
eslicarbazepine,N03AF04
valproic acid,N03AG01
valpromide,N03AG02
aminobutyric acid,N03AG03
vigabatrin,N03AG04
progabide,N03AG05
tiagabine,N03AG06
sultiame,N03AX03
phenacemide,N03AX07
lamotrigine,N03AX09
felbamate,N03AX10
topiramate,N03AX11
pheneturide,N03AX13
levetiracetam,N03AX14
zonisamide,N03AX15
stiripentol,N03AX17
lacosamide,N03AX18
carisbamate,N03AX19
retigabine,N03AX21
perampanel,N03AX22
brivaracetam,N03AX23
cannabidiol,N03AX24
cenobamate,N03AX25
fenfluramine,N03AX26
ganaxolone,N03AX27
beclamide,N03AX30
trihexyphenidyl,N04AA01
biperiden,N04AA02
metixene,N04AA03
procyclidine,N04AA04
profenamine,N04AA05
dexetimide,N04AA08
phenglutarimide,N04AA09
mazaticol,N04AA10
bornaprine,N04AA11
tropatepine,N04AA12
etanautine,N04AB01
orphenadrine (chloride),N04AB02
benzatropine,N04AC01
etybenzatropine,N04AC30
levodopa,N04BA01
levodopa and decarboxylase inhibitor,N04BA02
"levodopa, decarboxylase inhibitor and COMT inhibitor",N04BA03
melevodopa,N04BA04
melevodopa and decarboxylase inhibitor,N04BA05
etilevodopa and decarboxylase inhibitor,N04BA06
foslevodopa and decarboxylase inhibitor,N04BA07
amantadine,N04BB01
bromocriptine,N04BC01
pergolide,N04BC02
dihydroergocryptine mesylate,N04BC03
ropinirole,N04BC04
pramipexole,N04BC05
cabergoline,N04BC06
apomorphine,N04BC07
piribedil,N04BC08
rotigotine,N04BC09
selegiline,N04BD01
rasagiline,N04BD02
safinamide,N04BD03
tolcapone,N04BX01
entacapone,N04BX02
budipine,N04BX03
opicapone,N04BX04
istradefylline,N04CX01
chlorpromazine,N05AA01
levomepromazine,N05AA02
promazine,N05AA03
acepromazine,N05AA04
triflupromazine,N05AA05
cyamemazine,N05AA06
chlorproethazine,N05AA07
dixyrazine,N05AB01
fluphenazine,N05AB02
perphenazine,N05AB03
prochlorperazine,N05AB04
thiopropazate,N05AB05
trifluoperazine,N05AB06
acetophenazine,N05AB07
thioproperazine,N05AB08
butaperazine,N05AB09
perazine,N05AB10
periciazine,N05AC01
thioridazine,N05AC02
mesoridazine,N05AC03
pipotiazine,N05AC04
haloperidol,N05AD01
trifluperidol,N05AD02
melperone,N05AD03
moperone,N05AD04
pipamperone,N05AD05
bromperidol,N05AD06
benperidol,N05AD07
droperidol,N05AD08
fluanisone,N05AD09
lumateperone,N05AD10
oxypertine,N05AE01
molindone,N05AE02
sertindole,N05AE03
ziprasidone,N05AE04
lurasidone,N05AE05
flupentixol,N05AF01
clopenthixol,N05AF02
chlorprothixene,N05AF03
tiotixene,N05AF04
zuclopenthixol,N05AF05
fluspirilene,N05AG01
pimozide,N05AG02
penfluridol,N05AG03
loxapine,N05AH01
clozapine,N05AH02
olanzapine,N05AH03
quetiapine,N05AH04
asenapine,N05AH05
clotiapine,N05AH06
olanzapine and samidorphan,N05AH53
sulpiride,N05AL01
sultopride,N05AL02
tiapride,N05AL03
remoxipride,N05AL04
amisulpride,N05AL05
veralipride,N05AL06
levosulpiride,N05AL07
lithium,N05AN01
prothipendyl,N05AX07
risperidone,N05AX08
mosapramine,N05AX10
zotepine,N05AX11
aripiprazole,N05AX12
paliperidone,N05AX13
iloperidone,N05AX14
cariprazine,N05AX15
brexpiprazole,N05AX16
pimavanserin,N05AX17
diazepam,N05BA01
chlordiazepoxide,N05BA02
medazepam,N05BA03
oxazepam,N05BA04
potassium clorazepate,N05BA05
lorazepam,N05BA06
adinazolam,N05BA07
bromazepam,N05BA08
clobazam,N05BA09
ketazolam,N05BA10
prazepam,N05BA11
alprazolam,N05BA12
halazepam,N05BA13
pinazepam,N05BA14
camazepam,N05BA15
nordazepam,N05BA16
fludiazepam,N05BA17
ethyl loflazepate,N05BA18
etizolam,N05BA19
clotiazepam,N05BA21
cloxazolam,N05BA22
tofisopam,N05BA23
bentazepam,N05BA24
mexazolam,N05BA25
"lorazepam, combinations",N05BA56
hydroxyzine,N05BB01
captodiame,N05BB02
"hydroxyzine, combinations",N05BB51
meprobamate,N05BC01
emylcamate,N05BC03
mebutamate,N05BC04
"meprobamate, combinations",N05BC51
benzoctamine,N05BD01
buspirone,N05BE01
mephenoxalone,N05BX01
gedocarnil,N05BX02
etifoxine,N05BX03
fabomotizole,N05BX04
Lavandulae aetheroleum,N05BX05
pentobarbital,N05CA01
amobarbital,N05CA02
butobarbital,N05CA03
barbital,N05CA04
aprobarbital,N05CA05
secobarbital,N05CA06
talbutal,N05CA07
vinylbital,N05CA08
vinbarbital,N05CA09
cyclobarbital,N05CA10
heptabarbital,N05CA11
reposal,N05CA12
methohexital,N05CA15
hexobarbital,N05CA16
thiopental,N05CA19
etallobarbital,N05CA20
allobarbital,N05CA21
proxibarbal,N05CA22
combinations of barbiturates,N05CB01
barbiturates in combination with other drugs,N05CB02
chloral hydrate,N05CC01
chloralodol,N05CC02
acetylglycinamide chloral hydrate,N05CC03
dichloralphenazone,N05CC04
paraldehyde,N05CC05
flurazepam,N05CD01
nitrazepam,N05CD02
flunitrazepam,N05CD03
estazolam,N05CD04
triazolam,N05CD05
lormetazepam,N05CD06
temazepam,N05CD07
midazolam,N05CD08
brotizolam,N05CD09
quazepam,N05CD10
loprazolam,N05CD11
doxefazepam,N05CD12
cinolazepam,N05CD13
remimazolam,N05CD14
nimetazepam,N05CD15
glutethimide,N05CE01
methyprylon,N05CE02
pyrithyldione,N05CE03
zopiclone,N05CF01
zolpidem,N05CF02
zaleplon,N05CF03
eszopiclone,N05CF04
melatonin,N05CH01
ramelteon,N05CH02
tasimelteon,N05CH03
suvorexant,N05CJ01
lemborexant,N05CJ02
daridorexant,N05CJ03
methaqualone,N05CM01
clomethiazole,N05CM02
bromisoval,N05CM03
carbromal,N05CM04
scopolamine,N05CM05
propiomazine,N05CM06
triclofos,N05CM07
ethchlorvynol,N05CM08
Valerianae radix,N05CM09
hexapropymate,N05CM10
bromides,N05CM11
apronal,N05CM12
valnoctamide,N05CM13
methylpentynol,N05CM15
niaprazine,N05CM16
dexmedetomidine,N05CM18
"meprobamate, combinations",N05CX01
"methaqualone, combinations",N05CX02
"methylpentynol, combinations",N05CX03
"clomethiazole, combinations",N05CX04
"emepronium, combinations",N05CX05
"dipiperonylaminoethanol, combinations",N05CX06
desipramine,N06AA01
imipramine,N06AA02
imipramine oxide,N06AA03
clomipramine,N06AA04
opipramol,N06AA05
trimipramine,N06AA06
lofepramine,N06AA07
dibenzepin,N06AA08
amitriptyline,N06AA09
nortriptyline,N06AA10
protriptyline,N06AA11
doxepin,N06AA12
iprindole,N06AA13
melitracen,N06AA14
butriptyline,N06AA15
dosulepin,N06AA16
amoxapine,N06AA17
dimetacrine,N06AA18
amineptine,N06AA19
maprotiline,N06AA21
quinupramine,N06AA23
zimeldine,N06AB02
fluoxetine,N06AB03
citalopram,N06AB04
paroxetine,N06AB05
sertraline,N06AB06
alaproclate,N06AB07
fluvoxamine,N06AB08
etoperidone,N06AB09
escitalopram,N06AB10
isocarboxazid,N06AF01
nialamide,N06AF02
phenelzine,N06AF03
tranylcypromine,N06AF04
iproniazide,N06AF05
iproclozide,N06AF06
moclobemide,N06AG02
toloxatone,N06AG03
oxitriptan,N06AX01
tryptophan,N06AX02
mianserin,N06AX03
nomifensine,N06AX04
trazodone,N06AX05
nefazodone,N06AX06
minaprine,N06AX07
bifemelane,N06AX08
viloxazine,N06AX09
oxaflozane,N06AX10
mirtazapine,N06AX11
bupropion,N06AX12
medifoxamine,N06AX13
tianeptine,N06AX14
pivagabine,N06AX15
venlafaxine,N06AX16
milnacipran,N06AX17
reboxetine,N06AX18
gepirone,N06AX19
duloxetine,N06AX21
agomelatine,N06AX22
desvenlafaxine,N06AX23
vilazodone,N06AX24
Hyperici herba,N06AX25
vortioxetine,N06AX26
esketamine,N06AX27
levomilnacipran,N06AX28
brexanolone,N06AX29
zuranolone,N06AX31
bupropion and dextromethorphan,N06AX62
amfetamine,N06BA01
dexamfetamine,N06BA02
metamfetamine,N06BA03
methylphenidate,N06BA04
pemoline,N06BA05
fencamfamin,N06BA06
modafinil,N06BA07
fenozolone,N06BA08
atomoxetine,N06BA09
fenetylline,N06BA10
dexmethylphenidate,N06BA11
lisdexamfetamine,N06BA12
armodafinil,N06BA13
solriamfetol,N06BA14
dexmethylphenidate and serdexmethylphenidate,N06BA15
caffeine,N06BC01
propentofylline,N06BC02
meclofenoxate,N06BX01
pyritinol,N06BX02
piracetam,N06BX03
deanol,N06BX04
fipexide,N06BX05
citicoline,N06BX06
oxiracetam,N06BX07
pirisudanol,N06BX08
linopirdine,N06BX09
nizofenone,N06BX10
aniracetam,N06BX11
acetylcarnitine,N06BX12
idebenone,N06BX13
prolintane,N06BX14
pipradrol,N06BX15
pramiracetam,N06BX16
adrafinil,N06BX17
vinpocetine,N06BX18
temgicoluril,N06BX21
phenibut,N06BX22
amitriptyline and psycholeptics,N06CA01
melitracen and psycholeptics,N06CA02
fluoxetine and psycholeptics,N06CA03
tacrine,N06DA01
donepezil,N06DA02
rivastigmine,N06DA03
galantamine,N06DA04
ipidacrine,N06DA05
donepezil and memantine,N06DA52
"donepezil, memantine and Ginkgo folium",N06DA53
memantine,N06DX01
Ginkgo folium,N06DX02
aducanumab,N06DX03
lecanemab,N06DX04
donanemab,N06DX05
neostigmine,N07AA01
pyridostigmine,N07AA02
distigmine,N07AA03
ambenonium,N07AA30
"neostigmine, combinations",N07AA51
carbachol,N07AB01
bethanechol,N07AB02
pilocarpine,N07AX01
choline alfoscerate,N07AX02
cevimeline,N07AX03
nicotine,N07BA01
varenicline,N07BA03
cytisinicline,N07BA04
disulfiram,N07BB01
calcium carbimide,N07BB02
acamprosate,N07BB03
naltrexone,N07BB04
nalmefene,N07BB05
ondelopran,N07BB06
buprenorphine,N07BC01
methadone,N07BC02
levacetylmethadol,N07BC03
lofexidine,N07BC04
levomethadone,N07BC05
diamorphine,N07BC06
"buprenorphine, combinations",N07BC51
betahistine,N07CA01
cinnarizine,N07CA02
flunarizine,N07CA03
acetylleucine,N07CA04
"cinnarizine, combinations",N07CA52
tirilazad,N07XX01
riluzole,N07XX02
xaliproden,N07XX03
sodium oxybate,N07XX04
amifampridine,N07XX05
tetrabenazine,N07XX06
fampridine,N07XX07
tafamidis,N07XX08
laquinimod,N07XX10
pitolisant,N07XX11
patisiran,N07XX12
valbenazine,N07XX13
edaravone,N07XX14
inotersen,N07XX15
deutetrabenazine,N07XX16
arimoclomol,N07XX17
vutrisiran,N07XX18
sodium phenylbutyrate and ursodoxicoltaurine,N07XX19
eplontersen,N07XX21
tofersen,N07XX22
troriluzole,N07XX23
trofinetide,N07XX24
omaveloxolone,N07XX25
"dextromethorphan, combinations",N07XX59
broxyquinoline,P01AA01
clioquinol,P01AA02
chlorquinaldol,P01AA04
tilbroquinol,P01AA05
tilbroquinol and tiliquinol,P01AA30
"clioquinol, combinations",P01AA52
metronidazole,P01AB01
tinidazole,P01AB02
ornidazole,P01AB03
azanidazole,P01AB04
propenidazole,P01AB05
nimorazole,P01AB06
secnidazole,P01AB07
satranidazole,P01AB08
metronidazole and furazolidone,P01AB51
metronidazole and diloxanide,P01AB52
tinidazole and diloxanide,P01AB53
diloxanide,P01AC01
clefamide,P01AC02
etofamide,P01AC03
teclozan,P01AC04
arsthinol,P01AR01
difetarsone,P01AR02
glycobiarsol,P01AR03
"glycobiarsol, combinations",P01AR53
chiniofon,P01AX01
emetine,P01AX02
phanquinone,P01AX04
mepacrine,P01AX05
atovaquone,P01AX06
trimetrexate,P01AX07
tenonitrozole,P01AX08
dehydroemetine,P01AX09
fumagillin,P01AX10
nitazoxanide,P01AX11
"emetine, combinations",P01AX52
chloroquine,P01BA01
hydroxychloroquine,P01BA02
primaquine,P01BA03
amodiaquine,P01BA06
tafenoquine,P01BA07
proguanil,P01BB01
cycloguanil embonate,P01BB02
proguanil and atovaquone,P01BB51
chloroquine and proguanil,P01BB52
quinine,P01BC01
mefloquine,P01BC02
pyrimethamine,P01BD01
"pyrimethamine, combinations",P01BD51
artemisinin,P01BE01
artemether,P01BE02
artesunate,P01BE03
artemotil,P01BE04
artenimol,P01BE05
artemether and lumefantrine,P01BF01
artesunate and mefloquine,P01BF02
artesunate and amodiaquine,P01BF03
"artesunate, sulfalene and pyrimethamine",P01BF04
artenimol and piperaquine,P01BF05
artesunate and pyronaridine,P01BF06
artemisinin and piperaquine,P01BF07
artemisinin and naphthoquine,P01BF08
"artesunate, sulfadoxine and pyrimethamine",P01BF09
halofantrine,P01BX01
arterolane and piperaquine,P01BX02
benznidazole,P01CA02
fexinidazole,P01CA03
meglumine antimonate,P01CB01
sodium stibogluconate,P01CB02
nifurtimox,P01CC01
nitrofural,P01CC02
melarsoprol,P01CD01
acetarsol,P01CD02
pentamidine isethionate,P01CX01
suramin sodium,P01CX02
eflornithine,P01CX03
miltefosine,P01CX04
praziquantel,P02BA01
oxamniquine,P02BA02
arpraziquantel,P02BA03
metrifonate,P02BB01
bithionol,P02BX01
niridazole,P02BX02
stibophen,P02BX03
triclabendazole,P02BX04
mebendazole,P02CA01
tiabendazole,P02CA02
albendazole,P02CA03
ciclobendazole,P02CA04
flubendazole,P02CA05
fenbendazole,P02CA06
"mebendazole, combinations",P02CA51
piperazine,P02CB01
diethylcarbamazine,P02CB02
pyrantel,P02CC01
oxantel,P02CC02
levamisole,P02CE01
ivermectin,P02CF01
pyrvinium,P02CX01
bephenium,P02CX02
moxidectin,P02CX03
niclosamide,P02DA01
desaspidin,P02DX01
dichlorophen,P02DX02
dixanthogen,P03AA01
potassium polysulfide,P03AA02
mesulfen,P03AA03
disulfiram,P03AA04
thiram,P03AA05
"disulfiram, combinations",P03AA54
clofenotane,P03AB01
lindane,P03AB02
"clofenotane, combinations",P03AB51
pyrethrum,P03AC01
bioallethrin,P03AC02
phenothrin,P03AC03
permethrin,P03AC04
"pyrethrum, combinations",P03AC51
"bioallethrin, combinations",P03AC52
"phenothrin, combinations",P03AC53
"permethrin, combinations",P03AC54
benzyl benzoate,P03AX01
copper oleinate,P03AX02
malathion,P03AX03
quassia,P03AX04
dimeticone,P03AX05
benzyl alcohol,P03AX06
abametapir,P03AX07
cyfluthrin,P03BA01
cypermethrin,P03BA02
decamethrin,P03BA03
tetramethrin,P03BA04
diethyltoluamide,P03BX01
dimethylphthalate,P03BX02
dibutylphthalate,P03BX03
dibutylsuccinate,P03BX04
dimethylcarbate,P03BX05
etohexadiol,P03BX06
cyclopentamine,R01AA02
ephedrine,R01AA03
phenylephrine,R01AA04
oxymetazoline,R01AA05
tetryzoline,R01AA06
xylometazoline,R01AA07
naphazoline,R01AA08
tramazoline,R01AA09
metizoline,R01AA10
tuaminoheptane,R01AA11
fenoxazoline,R01AA12
tymazoline,R01AA13
epinephrine,R01AA14
indanazoline,R01AA15
phenylephrine,R01AB01
naphazoline,R01AB02
tetryzoline,R01AB03
ephedrine,R01AB05
xylometazoline,R01AB06
oxymetazoline,R01AB07
tuaminoheptane,R01AB08
cromoglicic acid,R01AC01
levocabastine,R01AC02
azelastine,R01AC03
antazoline,R01AC04
spaglumic acid,R01AC05
thonzylamine,R01AC06
nedocromil,R01AC07
olopatadine,R01AC08
"cromoglicic acid, combinations",R01AC51
beclometasone,R01AD01
prednisolone,R01AD02
dexamethasone,R01AD03
flunisolide,R01AD04
budesonide,R01AD05
betamethasone,R01AD06
tixocortol,R01AD07
fluticasone,R01AD08
mometasone,R01AD09
triamcinolone,R01AD11
fluticasone furoate,R01AD12
ciclesonide,R01AD13
"prednisolone, combinations",R01AD52
"dexamethasone, combinations",R01AD53
"tixocortol, combinations",R01AD57
"fluticasone, combinations",R01AD58
"mometasone, combinations",R01AD59
"hydrocortisone, combinations",R01AD60
calcium hexamine thiocyanate,R01AX01
retinol,R01AX02
ipratropium bromide,R01AX03
ritiometan,R01AX05
mupirocin,R01AX06
hexamidine,R01AX07
framycetin,R01AX08
hyaluronic acid,R01AX09
phenylpropanolamine,R01BA01
pseudoephedrine,R01BA02
phenylephrine,R01BA03
"phenylpropanolamine, combinations",R01BA51
"pseudoephedrine, combinations",R01BA52
"phenylephrine, combinations",R01BA53
ambazone,R02AA01
dequalinium,R02AA02
dichlorobenzyl alcohol,R02AA03
chlorhexidine,R02AA05
cetylpyridinium,R02AA06
benzethonium,R02AA09
myristyl-benzalkonium,R02AA10
chlorquinaldol,R02AA11
hexylresorcinol,R02AA12
acriflavinium chloride,R02AA13
oxyquinoline,R02AA14
povidone-iodine,R02AA15
benzalkonium,R02AA16
cetrimonium,R02AA17
hexamidine,R02AA18
phenol,R02AA19
octenidine,R02AA21
neomycin,R02AB01
tyrothricin,R02AB02
fusafungine,R02AB03
bacitracin,R02AB04
gramicidin,R02AB30
benzocaine,R02AD01
lidocaine,R02AD02
cocaine,R02AD03
dyclonine,R02AD04
ambroxol,R02AD05
flurbiprofen,R02AX01
ibuprofen,R02AX02
benzydamine,R02AX03
epinephrine,R03AA01
isoprenaline,R03AB02
orciprenaline,R03AB03
salbutamol,R03AC02
terbutaline,R03AC03
fenoterol,R03AC04
rimiterol,R03AC05
hexoprenaline,R03AC06
isoetarine,R03AC07
pirbuterol,R03AC08
tretoquinol,R03AC09
carbuterol,R03AC10
tulobuterol,R03AC11
salmeterol,R03AC12
formoterol,R03AC13
clenbuterol,R03AC14
reproterol,R03AC15
procaterol,R03AC16
bitolterol,R03AC17
indacaterol,R03AC18
olodaterol,R03AC19
epinephrine and other drugs for obstructive airway diseases,R03AK01
isoprenaline and other drugs for obstructive airway diseases,R03AK02
salbutamol and sodium cromoglicate,R03AK04
reproterol and sodium cromoglicate,R03AK05
salmeterol and fluticasone,R03AK06
formoterol and budesonide,R03AK07
formoterol and beclometasone,R03AK08
formoterol and mometasone,R03AK09
vilanterol and fluticasone furoate,R03AK10
formoterol and fluticasone,R03AK11
salmeterol and budesonide,R03AK12
salbutamol and beclometasone,R03AK13
indacaterol and mometasone,R03AK14
salbutamol and budesonide,R03AK15
fenoterol and ipratropium bromide,R03AL01
salbutamol and ipratropium bromide,R03AL02
vilanterol and umeclidinium bromide,R03AL03
indacaterol and glycopyrronium bromide,R03AL04
formoterol and aclidinium bromide,R03AL05
olodaterol and tiotropium bromide,R03AL06
formoterol and glycopyrronium bromide,R03AL07
"vilanterol, umeclidinium bromide and fluticasone furoate",R03AL08
"formoterol, glycopyrronium bromide and beclometasone",R03AL09
formoterol and tiotropium bromide,R03AL10
"formoterol, glycopyrronium bromide and budesonide",R03AL11
"indacaterol, glycopyrronium bromide and mometasone",R03AL12
beclometasone,R03BA01
budesonide,R03BA02
flunisolide,R03BA03
betamethasone,R03BA04
fluticasone,R03BA05
triamcinolone,R03BA06
mometasone,R03BA07
ciclesonide,R03BA08
fluticasone furoate,R03BA09
ipratropium bromide,R03BB01
oxitropium bromide,R03BB02
stramoni preparations,R03BB03
tiotropium bromide,R03BB04
aclidinium bromide,R03BB05
glycopyrronium bromide,R03BB06
umeclidinium bromide,R03BB07
revefenacin,R03BB08
"tiotropium bromide, combinations",R03BB54
cromoglicic acid,R03BC01
nedocromil,R03BC03
fenspiride,R03BX01
ephedrine,R03CA02
isoprenaline,R03CB01
methoxyphenamine,R03CB02
orciprenaline,R03CB03
"isoprenaline, combinations",R03CB51
"orciprenaline, combinations",R03CB53
salbutamol,R03CC02
terbutaline,R03CC03
fenoterol,R03CC04
hexoprenaline,R03CC05
isoetarine,R03CC06
pirbuterol,R03CC07
procaterol,R03CC08
tretoquinol,R03CC09
carbuterol,R03CC10
tulobuterol,R03CC11
bambuterol,R03CC12
clenbuterol,R03CC13
reproterol,R03CC14
formoterol,R03CC15
"terbutaline, combinations",R03CC53
clenbuterol and ambroxol,R03CC63
diprophylline,R03DA01
choline theophyllinate,R03DA02
proxyphylline,R03DA03
theophylline,R03DA04
aminophylline,R03DA05
etamiphylline,R03DA06
theobromine,R03DA07
bamifylline,R03DA08
acefylline piperazine,R03DA09
bufylline,R03DA10
doxofylline,R03DA11
mepyramine theophyllinacetate,R03DA12
combinations of xanthines,R03DA20
"diprophylline, combinations",R03DA51
"theophylline, combinations excl. psycholeptics",R03DA54
"aminophylline, combinations",R03DA55
"theobromine, combinations",R03DA57
"theophylline, combinations with psycholeptics",R03DA74
diprophylline and adrenergics,R03DB01
choline theophyllinate and adrenergics,R03DB02
proxyphylline and adrenergics,R03DB03
theophylline and adrenergics,R03DB04
aminophylline and adrenergics,R03DB05
etamiphylline and adrenergics,R03DB06
zafirlukast,R03DC01
pranlukast,R03DC02
montelukast,R03DC03
ibudilast,R03DC04
"montelukast, combinations",R03DC53
amlexanox,R03DX01
eprozinol,R03DX02
fenspiride,R03DX03
omalizumab,R03DX05
seratrodast,R03DX06
roflumilast,R03DX07
reslizumab,R03DX08
mepolizumab,R03DX09
benralizumab,R03DX10
tezepelumab,R03DX11
tyloxapol,R05CA01
potassium iodide,R05CA02
guaifenesin,R05CA03
ipecacuanha,R05CA04
altheae radix,R05CA05
senega,R05CA06
antimony pentasulfide,R05CA07
creosote,R05CA08
guaiacolsulfonate,R05CA09
levoverbenone,R05CA11
Hederae helicis folium,R05CA12
cineole,R05CA13
acetylcysteine,R05CB01
bromhexine,R05CB02
carbocisteine,R05CB03
eprazinone,R05CB04
mesna,R05CB05
ambroxol,R05CB06
sobrerol,R05CB07
domiodol,R05CB08
letosteine,R05CB09
stepronin,R05CB11
dornase alfa (desoxyribonuclease),R05CB13
neltenexine,R05CB14
erdosteine,R05CB15
mannitol,R05CB16
ethylmorphine,R05DA01
hydrocodone,R05DA03
codeine,R05DA04
opium alkaloids with morphine,R05DA05
normethadone,R05DA06
noscapine,R05DA07
pholcodine,R05DA08
dextromethorphan,R05DA09
thebacon,R05DA10
dimemorfan,R05DA11
acetyldihydrocodeine,R05DA12
benzonatate,R05DB01
benproperine,R05DB02
clobutinol,R05DB03
isoaminile,R05DB04
pentoxyverine,R05DB05
oxolamine,R05DB07
oxeladin,R05DB09
clofedanol,R05DB10
pipazetate,R05DB11
bibenzonium bromide,R05DB12
butamirate,R05DB13
fedrilate,R05DB14
zipeprol,R05DB15
dibunate,R05DB16
droxypropine,R05DB17
prenoxdiazine,R05DB18
dropropizine,R05DB19
cloperastine,R05DB21
meprotixol,R05DB22
piperidione,R05DB23
tipepidine,R05DB24
morclofone,R05DB25
nepinalone,R05DB26
levodropropizine,R05DB27
dimethoxanate,R05DB28
gefapixant,R05DB29
opium derivatives and mucolytics,R05FA01
opium derivatives and expectorants,R05FA02
cough suppressants and mucolytics,R05FB01
cough suppressants and expectorants,R05FB02
bromazine,R06AA01
diphenhydramine,R06AA02
clemastine,R06AA04
chlorphenoxamine,R06AA06
diphenylpyraline,R06AA07
carbinoxamine,R06AA08
doxylamine,R06AA09
